File ID,Code,Kbook ID,Barry,Mislabeled,comma,Library,Path,Filename,Artist,Song
5630,SC3015-05,1,0,0,0,Sound Choice,SC3000/3000/SC3015,SC3015-05 - Cupid - 112,112,Cupid
8788,SC3277-02,2,0,0,0,Sound Choice,SC3000/3250/SC3277,SC3277 - 02 - DanCe With Me - 112,112,Dance With Me
8219,SC3238-07,3,0,0,0,Sound Choice,SC3000/3200/SC3238,SC3238-07 - 112 - It's Over Now,112,It's Over Now
16021,SC8672-15,4,0,0,0,Sound Choice,SC8000/8650/SC8672,SC8672-15 - 112 - It's Over Now,112,It's Over Now
8531,SC3258-02,5,0,0,0,Sound Choice,SC3000/3250/SC3258,SC3258-02 - Peaches & Cream - 112,112,Peaches & Cream
11160,SC3442-02,6,0,0,0,Sound Choice,SC3000/3400/SC3442,SC3442 - 02 - You Already Know - 112,112,You Already Know
5504,SC3007-07,7,0,0,0,Sound Choice,SC3000/3000/SC3007,SC3007-07 - 311 - All Mixed Up,311,All Mixed Up
13044,SC8005-13,8,0,0,0,Sound Choice,SC8000/8000/SC8005,SC8005-13 - 311 - All Mixed Up,311,All Mixed Up
11237,SC3450-08,9,0,0,0,Sound Choice,SC3000/3400/SC3450,Sc3450-08 - 311 - Don't Tread On Me,311,Don't Tread On Me
10833,SC3415-06,10,0,0,0,Sound Choice,SC3000/3400/SC3415,SC3415-06 - 311 - First Straw,311,First Straw
10751,SC3410-05,11,0,0,0,Sound Choice,SC3000/3400/SC3410,SC3410-05 - 311 - Love Song,311,Love Song
17701,SC8878-03,12,0,0,0,Sound Choice,SC8000/8850/Sc8878,LOVE SONG - 311 - SC8878-03,311,Love Song
8680,SC3267-07,13,0,0,0,Sound Choice,SC3000/3250/SC3267,SC3267-07 - You Wouldn't Believe - 311,311,You Wouldn't Believe
22035,SF221-12,14,0,0,0,Sunfly,SF Hits/200/SF 221,SF221-12 - 411 - Dumb,411,Dumb
22092,SF225-06,15,0,0,0,Sunfly,SF Hits/200/SF 225,SF225-06 - 411 - TEARDROPS,411,Teardrops
2817,SC2118-02,16,0,0,0,Sound Choice,SC2000/2100/SC2118 90'S Female Hits Vol.12,GET IT TOGETHER - 702 - SC2118-02,702,Get It Together
14579,SC8325-11,17,0,0,0,Sound Choice,SC8000/8300/SC8325,SC8325 - 11 - Steelo - 702,702,Steelo
7194,SC3143-07,18,0,0,0,Sound Choice,SC3000/3100/SC3143,SC3143-07 - 702 - Where My Girls At,702,Where My Girls At
13195,SC8025-08,19,0,0,0,Sound Choice,SC8000/8000/SC8025,SC8025-08 - 702 - Where My Girls At,702,Where My Girls At
13355,SC8035-08,20,0,0,0,Sound Choice,SC8000/8000/SC8035,SC8035-08 - 702 - Where My Girls At,702,Where My Girls At
20466,SF121-07,21,0,0,0,Sunfly,SF Hits/100/SF 121,SF-121 - 07 911  ALL I WANT IS YOU,911,All I Want Is You
20494,SF123-01,22,0,0,0,Sunfly,SF Hits/100/SF 123,SF-123 - 01 911  HOW DO YOU WANT ME TO LOVE YOU,911,How Do You Want Me To Love You
20605,SF130-04,23,0,0,0,Sunfly,SF Hits/100/SF 130,SF130-04 - LITTLE BIT MORE - 911,911,Little Bit More
20567,SF127-08,24,0,0,0,Sunfly,SF Hits/100/SF 127,SF127-08 - MORE THAN A WOMAN - 911,911,More Than A Woman
20418,SF118-09,25,0,0,0,Sunfly,SF Hits/100/SF 118,09 - 911 - Party People (Friday Night),911,Party People (Friday Night)
20717,SF138-06,26,0,0,0,Sunfly,SF Hits/100/SF 138,SF-138 - 06 911  Private Number,911,Private Number
23751,SF326-13,27,0,0,0,Sunfly,SF Hits/300/SF326 Sunfly Hits Karaoke April (2013),SF326-13 - 1975 - Chocol -,1975,Chocol -
23809,SF329-16,28,0,0,0,Sunfly,SF Hits/300/SF329 Sunfly Hits Karaoke SF329 July 2013,SF329-16 - 1975 - City,1975,City
24021,SF341-12,29,0,0,0,Sunfly,SF Hits/300/SF341 - Sunfly Hits July 2014 - KaraokeRG,SF341-12 - 1975 - Robbers,1975,Robbers
7964,SC3220-03,30,0,0,0,Sound Choice,SC3000/3200/SC3220,SC3220-03 - (Hed) Planet Earth - Bartender,(Hed) Planet Earth,Bartender
11393,SC3460-03,31,0,0,0,Sound Choice,SC3000/3450/SC3460,SC3460-03 - 10 Years - Wasteland,10 Years,Wasteland
13928,SC8098-02,32,0,0,0,Sound Choice,SC8000/8050/SC8098,SC8098-02 - 10 Years After - I'd Love To Change The World,10 Years After,I'd Love To Change The World
5838,SC3033-02,33,0,0,1,Sound Choice,SC3000/3000/SC3033,"SC3033-02 - More Than This - 10,000 Maniacs","10,000 Maniacs",More Than This
14050,SC8113-05,34,0,0,0,Sound Choice,SC8000/8100/Sc8113,BECAUSE THE NIGHT - 10000 MANIACS - SC8113-05,10000 Maniacs,Because The Night
19975,SF090-15,35,0,0,0,Sunfly,SF Hits/050/SF 090,SF090-15 10CC - Donna,10cc,Donna
19011,SF023-12,36,0,0,0,Sunfly,SF Hits/000/SF 023,sf023-12 - 10cc - dreadlock holiday,10cc,Dreadlock Holiday
19800,SF079-03,37,0,0,0,Sunfly,SF Hits/050/SF 079,SF079-03 - I'M MANDY - 10CC,10cc,I'm Mandy
18673,SF001-09,38,0,0,0,Sunfly,SF Hits/000/SF 001,sf001-09 - 10cc - i'm not in love,10cc,I'm Not In Love
24404,SFD7016-05,39,0,0,0,Sunfly,SFD Decades/SFD7016,SFD7016-05 - 10cc - I'm Not In Love,10cc,I'm Not In Love
19678,SF071-01,40,0,0,0,Sunfly,SF Hits/050/SF 071,SF071-01 - 10cc - Rubber Bullets,10cc,Rubber Bullets
27449,SFMW832-11,41,0,0,0,Sunfly,SFMW Most Wanted/800/SFMW832,11 THE THINGS WE DO FOR LOVE-10CC,10cc,The Things We Do For Love
27157,SFMW814-01,42,0,0,0,Sunfly,SFMW Most Wanted/800/SFMW814,01 WALL STREET SHUFFLE-10CC,10cc,Wall Street Shuffle
17880,SC8892-04,43,0,0,0,Sound Choice,SC8000/8850/Sc8892,DUNKIE BUTT - 12 GAUGE - SC8892-04,12 Gauge,Dunkie Butt
19084,SF028-10,44,0,0,0,Sunfly,SF Hits/000/SF 028,sf028-10 - 1910 fruitgum co. - simon says,1910 Fruitgum Co.,Simon Says
25330,SFG047-10,45,0,0,0,Sunfly,SFGD Gold/000/SFGD047 - Party Hits,SFG047-10 - 1910 Fruitgum Co. - Simon Says,1910 Fruitgum Co.,Simon Says
20359,SF114-10,46,0,0,0,Sunfly,SF Hits/100/SF 114,SF-114 - 10 2 Evisa  Oh La La La,2 Evisa,Oh La La La
19393,SF049-04,47,0,0,0,Sunfly,SF Hits/000/SF 049,SF049-04 - 2 Pac - California Love,2 Pac,California Love
17648,SC8875-08,48,0,0,0,Sound Choice,SC8000/8850/Sc8875,CALIFORNIA LOVE (ORIGINAL VERSION) - 2 PAC - SC8875-08,2 Pac,California Love (Original Version)
9751,SC3348-07,49,0,0,0,Sound Choice,SC3000/3300/SC3348,SC3348-07 - 2 Pac - Thugz Mansion,2 Pac,Thugz Mansion
16850,SC8805-01,50,0,0,0,Sound Choice,SC8000/8800/sc8805,THUGZ MANSION (RADIO VERSION) - 2 PAC - SC8805-01,2 Pac,Thugz Mansion (Radio Version)
8563,SC3260-02,51,0,0,0,Sound Choice,SC3000/3250/SC3260,SC3260-02 - 2 Pac - Until The End Of Time,2 Pac,Until The End Of Time
18744,SF006-05,52,0,0,0,Sunfly,SF Hits/000/SF 006,sf006-05 - 2 unlimited - no limits,2 Unlimited,No Limits
24545,SFD901-03-11,53,0,0,0,Sunfly,SFD Decades/SFD9013,SFD901-03-11 - 2 Unlimited - No Limits,2 Unlimited,No Limits
20749,SF140-10,54,0,0,0,Sunfly,SF Hits/100/SF 140,SF-140 - 10 21st Century Girls  21st Century Girls,21st Century Girls,21st Century Girls
18280,SC9009-10,55,0,0,0,Sound Choice,SC9000/9000/SC9009,SC9009-10 - 3 Days Grace - Never Too Late,3 Days Grace,Never Too Late
10585,SC3400-01,56,0,0,0,Sound Choice,SC3000/3350/SC3400,SC3400-01 - 3 Doors Down - Away From The Sun,3 Doors Down,Away From The Sun
17498,SC8865-07,57,0,0,0,Sound Choice,SC8000/8850/Sc8865,AWAY FROM THE SUN - 3 DOORS DOWN - SC8865-07,3 Doors Down,Away From The Sun
8681,SC3267-08,58,0,0,0,Sound Choice,SC3000/3250/SC3267,SC3267-08 - Be Like That - 3 Doors Down,3 Doors Down,Be Like That
4711,SC2486-08,59,0,0,0,Sound Choice,SC2000/2450/SC2486 - Hits Of 3 Doors Down & Nickelback,SC2486-08 - Be Like That (Radio Version) - 3 Doors Down,3 Doors Down,Be Like That (Radio Version)
11141,SC3439-07,60,0,0,0,Sound Choice,SC3000/3400/SC3439,SC3439 - 07 - Behind Those Eyes - 3 Doors Down,3 Doors Down,Behind Those Eyes
8307,SC3244-03,61,0,0,0,Sound Choice,SC3000/3200/SC3244,SC3244-03 - 3 Doors Down - Duck & Run,3 Doors Down,Duck & Run
16130,SC8680-05,62,0,0,0,Sound Choice,SC8000/8650/SC8680,SC8680-05 - 3 Doors Down - Duck And Run,3 Doors Down,Duck And Run
4971,SC2463-01,63,0,0,0,Sound Choice,SC2000/2450/Sc2463,sc2463-01_-_3_doors_down_-_here_without_you,3 Doors Down,Here Without You
4705,SC2486-02,64,0,0,0,Sound Choice,SC2000/2450/SC2486 - Hits Of 3 Doors Down & Nickelback,SC2486-02 - Here Without You - 3 Doors Down,3 Doors Down,Here Without You
10345,SC3385-02,65,0,0,0,Sound Choice,SC3000/3350/SC3385,SC3385-02 - 3 Doors Down - Here Without You,3 Doors Down,Here Without You
16586,SC8845-06,66,0,0,0,Sound Choice,SC8000/8800/SC8845,HERE WITHOUT YOU - 3 DOORS DOWN - SC8845-06,3 Doors Down,Here Without You
4708,SC2486-05,67,0,0,0,Sound Choice,SC2000/2450/SC2486 - Hits Of 3 Doors Down & Nickelback,SC2486-05 - Kryptonite - 3 Doors Down,3 Doors Down,Kryptonite
7527,SC3185-04,68,0,0,0,Sound Choice,SC3000/3150/SC3185,SC3185-04 - 3 Doors Down - Kryptonite,3 Doors Down,Kryptonite
14937,SC8601-04,69,0,0,0,Sound Choice,SC8000/8600/SC8601,SC8601-04 - 3 Doors Down - Kryptonite,3 Doors Down,Kryptonite
4788,SC2496-04,70,0,0,0,Sound Choice,SC2000/2450/SC2496,LET ME GO - 3 DOORS DOWN - SC2496-04,3 Doors Down,Let Me Go
11067,SC3430-06,71,0,0,0,Sound Choice,SC3000/3400/SC3430,SC3430 - 06 - Let Me Go - 3 Doors Down,3 Doors Down,Let Me Go
11235,SC3450-06,72,0,0,0,Sound Choice,SC3000/3400/SC3450,Sc3450-06 - 3 Doors Down - Live For Today,3 Doors Down,Live For Today
7709,SC3204-04,73,0,0,0,Sound Choice,SC3000/3200/SC3204,SC3204-04 - 3 Doors Down - Loser,3 Doors Down,Loser
13776,SC8070-05,74,0,0,0,Sound Choice,SC8000/8050/SC8070,SC8070-05 - 3 Doors Down - Loser,3 Doors Down,Loser
15251,SC8622-03,75,0,0,0,Sound Choice,SC8000/8600/SC8622,SC8622-03 - 3 Doors Down - Loser,3 Doors Down,Loser
16665,SC8817-10,76,0,0,0,Sound Choice,SC8000/8800/Sc8817,ROAD I'M ON - 3 DOORS DOWN - SC8817-10,3 Doors Down,Road I'm On
4709,SC2486-06,77,0,0,0,Sound Choice,SC2000/2450/SC2486 - Hits Of 3 Doors Down & Nickelback,SC2486-06 - When I'm Gone - 3 Doors Down,3 Doors Down,When I'm Gone
9635,SC3341-05,78,0,0,0,Sound Choice,SC3000/3300/SC3341,SC3341-05 - 3 Doors Down - When I'm Gone,3 Doors Down,When I'm Gone
17331,SC8852-11,79,0,0,0,Sound Choice,SC8000/8850/Sc8852,WHEN I'M GONE - 3 DOORS DOWN - SC8852-11,3 Doors Down,When I'm Gone
12890,SC7585-10,80,0,0,0,Sound Choice,SC7000/7550/SC7585,SC7585 - 10 - Kryptonite - 3 Doorsdown,3 Doorsdown,Kryptonite
8180,SC3235-08,81,0,0,0,Sound Choice,SC3000/3200/SC3235,SC3235 - 08 - No More (Baby I'ma Do Right) - 3 Lw,3 Lw,No More (Baby I'ma Do Right)
8713,SC3269-08,82,0,0,0,Sound Choice,SC3000/3250/SC3269,SC3269-08 - 3 Of Hearts - Arizona Rain,3 Of Hearts,Arizona Rain
8579,SC3261-02,83,0,0,0,Sound Choice,SC3000/3250/SC3261,SC3261-02 - Love Is Enough - 3 Of Hearts,3 Of Hearts,Love Is Enough
21552,SF191-09,84,0,0,0,Sunfly,SF Hits/150/SF 191,SF191-09 - TAKE IT EASY - 3 S L,3 S L,Take It Easy
18223,SC9005-13,85,0,0,0,Sound Choice,SC9000/9000/SC9005,SC9005-13 - 30 Seconds To Mars - Kill,30 Seconds To Mars,Kill
28777,SFMW920-07,86,0,0,0,Sunfly,SFMW Most Wanted/900/SFMW920,07. 30 Seconds To Mars - Kings & Queens,30 Seconds To Mars,Kings & Queens
26241,SFKK40-10,87,0,0,0,Sunfly,SFKK Kool/000/Sunfly Karaoke Kool 40,SFKK40-10 - 30 Seconds To Mars - Kings And Queens,30 Seconds To Mars,Kings And Queens
26480,SFKK78-07,88,0,0,0,Sunfly,SFKK Kool/050/SFKK78 - Sunfly Karaoke Kool - KaraokeRG,SFKK78-07 - 30 Seconds To Mars - Up In The Air,30 Seconds To Mars,Up In The Air
15247,SC8621-14,89,0,0,0,Sound Choice,SC8000/8600/SC8621,SC8621-14 - 38 Special - If I'd Been The One,38 Special,If I'd Been The One
15901,SC8664-15,90,0,0,0,Sound Choice,SC8000/8650/SC8664,SC8664-15 - 3lw - No More (Baby I'ma Do Right),3lw,No More (Baby I'ma Do Right)
26129,SFKK33-10,91,0,0,0,Sunfly,SFKK Kool/000/Sunfly Karaoke Kool 33,SFKK33-10 - 3oh 3 - Don't Trust Me,3oh 3,Don't Trust Me
26209,SFKK38-10,92,0,0,0,Sunfly,SFKK Kool/000/Sunfly Karaoke Kool 38,SFKK38-10 - 3OH!3 & Katy Perry - Starstrukk,3oh!3 & Katy Perry,Starstrukk
26330,SFKK046-03,93,0,0,0,Sunfly,SFKK Kool/000/Sunfly Karaoke Kool 46,SFKK046-03 - 3Oh!3 & Ke$ha - My First Kiss,3oh!3 & Ke$ha,My First Kiss
19391,SF049-02,94,0,0,0,Sunfly,SF Hits/000/SF 049,SF049-02 - 3T - Anything,3t,Anything
3685,SC2227-03,95,0,0,0,Sound Choice,SC2000/2200/SC2227 90's Female Hits Vol.14,WHAT'S UP - 4 NON BLONDES - SC2227-03,4 Non Blondes,What's Up
12138,SC7219-11,96,0,0,0,Sound Choice,SC7000/7200/sc7219,SC7219_11 - What's Up - 4 Non Blondes,4 Non Blondes,What's Up
18732,SF005-08,97,0,0,0,Sunfly,SF Hits/000/SF 005,sf005-08 - 4 non blondes - what's up,4 Non Blondes,What's Up
24548,SFD901-03-14,98,0,0,0,Sunfly,SFD Decades/SFD9013,SFD901-03-14 - 4 Non Blondes - What's Up,4 Non Blondes,What's Up
16219,SC8686-04,99,0,0,0,Sound Choice,SC8000/8650/SC8686,SC8686-04 - 4 Seasons - Rag Doll,4 Seasons,Rag Doll
21995,SF219-04,100,0,0,0,Sunfly,SF Hits/200/SF 219,sf219-04 - on my knees - 411 feat ghostface,411 Feat Ghostface,On My Knees
14183,SC8127-12,101,0,0,0,Sound Choice,SC8000/8100/Sc8127,42ND STREET - 42ND STREET - SC8127-12,42nd Street,42nd Street
24039,SF342-12,102,0,0,0,Sunfly,SF Hits/300/SF342 Sunfly Karaoke August 2014 - KaraokeRG,SF342-12 - 5 Seconds Of Summer - Amnesia,5 Seconds Of Summer,Amnesia
24008,SF340-17,103,0,0,0,Sunfly,SF Hits/300/SF340 Sunfly Hits Karaoke - June 2014 - KaraokeRG,SF340-17 - 5 Seconds Of Summer - Don't Stop,5 Seconds Of Summer,Don't Stop
24089,SF345-07,104,0,0,0,Sunfly,SF Hits/300/SF345 - Sunfly Hits November 2014 - KaraokeRG,SF345-07 - 5 Seconds Of Summer - Good Girls,5 Seconds Of Summer,Good Girls
23960,SF338-05,105,0,0,0,Sunfly,SF Hits/300/SF338 Sunfly Hits Karaoke - April 2014 - KaraokeRG,SF338-05 - 5 Seconds Of Summer - She Looks So Perfect,5 Seconds Of Summer,She Looks So Perfect
17425,SC8860-13,106,0,0,0,Sound Choice,SC8000/8850/Sc8860,O O H CHILD - 5 STAIRSTEPS - SC8860-13,5 Stairsteps,O O H Child
28138,SFMW878-10,107,0,0,0,Sunfly,SFMW Most Wanted/850/SFMW878,SFMW878-10 - 5 Star - Rain Or Shine,5 Star,Rain Or Shine
17005,SC8822-03,108,0,0,0,Sound Choice,SC8000/8800/sc8822,21 QUESTIONS - 50 CENT - SC8822-03,50 Cent,21 Questions
22171,SF230-10,109,0,0,0,Sunfly,SF Hits/200/SF 230,SF230-10 - 50 Cent - Candy Shop,50 Cent,Candy Shop
25614,SFKK02-09,110,0,0,0,Sunfly,SFKK Kool/000/Sunfly Karaoke Kool 02,SFKK02-09 - 50 Cent - Candy Shop,50 Cent,Candy Shop
11069,SC3430-08,111,0,0,0,Sound Choice,SC3000/3400/SC3430,SC3430 - 08 - Disco Inferno - 50 Cent,50 Cent,Disco Inferno
10396,SC3388-05,112,0,0,0,Sound Choice,SC3000/3350/SC3388,SC3388-05 - 50 Cent - If I Can't,50 Cent,If I Can't
1784,SC1724-03,113,0,0,0,Sound Choice,SC1000/1700/SC1724,SC1724-03 - 50 Cent - In Da Club,50 Cent,In Da Club
1849,SC1728-03,114,0,0,0,Sound Choice,SC1000/1700/SC1728,SC1728-03 - 50 Cent - In Da Club,50 Cent,In Da Club
4478,SC2424-06,115,0,0,0,Sound Choice,SC2000/2400/Sc2424,sc2424-06_-_50_cent_-_in_da_club,50 Cent,In Da Club
4326,SC2437-06,116,0,0,0,Sound Choice,SC2000/2400/SC2437 Star Series,IN DA CLUB - 50 CENT - SC2437-06,50 Cent,In Da Club
9877,SC3356-05,117,0,0,0,Sound Choice,SC3000/3350/SC3356,SC3356-05 - In Da Club - 50 Cent,50 Cent,In Da Club
16931,SC8812-03,118,0,0,0,Sound Choice,SC8000/8800/sc8812,IN DA CLUB - 50 CENT - SC8812-03,50 Cent,In Da Club
17341,SC8853-11,119,0,0,0,Sound Choice,SC8000/8850/Sc8853,IN DA CLUB - 50 CENT - SC8853-11,50 Cent,In Da Club
22202,SF232-12,120,0,0,0,Sunfly,SF Hits/200/SF 232,SF232 - 12 - 50 Cent - Just A Lil Bit,50 Cent,Just A Lil Bit
16712,SC8844-10,121,0,0,0,Sound Choice,SC8000/8800/Sc8844,P I M P (RADIO VERSION) - 50 CENT - SC8844-10,50 Cent,P I M P (Radio Version)
10280,SC3381-01,122,0,0,0,Sound Choice,SC3000/3350/SC3381,SC3381-01 - 50 Cent - P.I.M.P. (Radio Version),50 Cent,P.i.m.p. (Radio Version)
4476,SC2424-04,123,0,0,0,Sound Choice,SC2000/2400/Sc2424,SC2424-04_-_50_Cent_-_Wanksta,50 Cent,Wanksta
9797,SC3351-05,124,0,0,0,Sound Choice,SC3000/3350/SC3351,SC3351-05 - 50 Cent - Wanksta,50 Cent,Wanksta
16940,SC8812-04,125,0,0,0,Sound Choice,SC8000/8800/sc8812,WANKSTA - 50 CENT - SC8812-04,50 Cent,Wanksta
4473,SC2424-01,126,0,0,0,Sound Choice,SC2000/2400/Sc2424,SC2424-01_-_50_Cent_&_Eminem_-_Patiently_Waiting,50 Cent & Eminem,Patiently Waiting
10006,SC3364-02,127,0,0,0,Sound Choice,SC3000/3350/SC3364,SC3364-02 - 50 Cent & Eminem - Patiently Waiting,50 Cent & Eminem,Patiently Waiting
4479,SC2424-07,128,0,0,0,Sound Choice,SC2000/2400/Sc2424,sc2424-07_-_50_cent_&_nate_dogg_-_21_questions,50 Cent & Nate Dogg,21 Questions
10007,SC3364-03,129,0,0,0,Sound Choice,SC3000/3350/SC3364,SC3364-03 - 50 Cent & Nate Dogg - 21 Questions,50 Cent & Nate Dogg,21 Questions
21807,SF207-04,130,0,0,0,Sunfly,SF Hits/200/SF 207,Sf207-04 - 50 Cent & Nate Dogg - 21 Questions,50 Cent & Nate Dogg,21 Questions
17017,SC8822-02,131,0,0,0,Sound Choice,SC8000/8800/sc8822,PATIENTLY WAITING - 50 CENT AND EMINEM - SC8822-02,50 Cent And Eminem,Patiently Waiting
17333,SC8853-03,132,0,0,0,Sound Choice,SC8000/8850/Sc8853,21 QUESTIONS - 50 CENT AND NATE DOGG - SC8853-03,50 Cent And Nate Dogg,21 Questions
23733,SF325-13,133,0,0,0,Sunfly,SF Hits/300/SF325 Sunfly Karaoke Hits 325,SF325-13 - 50 Cent Feat. Snoop Dogg And Young Jeezy - Major Distribution (Clean),50 Cent Feat. Snoop Dogg And Young Jeezy,Major Distribution (Clean)
21793,SF206-09,134,0,0,0,Sunfly,SF Hits/200/SF 206,SF206-09 - IN DA CLUB - 50 CENTS,50 Cents,In Da Club
25646,SFKK04-07,135,0,0,0,Sunfly,SFKK Kool/000/Sunfly Karaoke Kool 04,SFKK04-07 - 50 Cents - Just A Lil Bit,50 Cents,Just A Lil Bit
23695,SF324-06,136,0,0,0,Sunfly,SF Hits/300/SF 324,SF324-06 - 50-Cent Feat. Eminem And Adam Levine - My Life (Clean),50-cent Feat. Eminem And Adam Levine,My Life (Clean)
21901,SF213-06,137,0,0,0,Sunfly,SF Hits/200/SF 213,SF213 - 06 - 50-50 - LEMAR,50-lemar,50
12809,SC7580-04,138,0,0,0,Sound Choice,SC7000/7550/SC7580,SC7580 - 04 - 867-5309 Jenny - Tommy Tutone,5309 Jenny-tommy Tutone,867
21011,SF157-15,139,0,0,0,Sunfly,SF Hits/150/SF 157,SF157-15 - 5ive - Don't Wanna Let You Go,5ive,Don't Wanna Let You Go
20811,SF144-13,140,0,0,0,Sunfly,SF Hits/100/SF 144,Track 13 If You're Getting Down - 5ive,5ive,If You're Getting Down
20669,SF134-13,141,0,0,0,Sunfly,SF Hits/100/SF 134,Track 13 It's The Things You Do - 5ive,5ive,It's The Things You Do
20950,SF154-01,142,0,0,0,Sunfly,SF Hits/150/SF 154,SF154-01 - 5ive - Keep On Movin,5ive,Keep On Movin
21397,SF182-02,143,0,0,0,Sunfly,SF Hits/150/SF 182,SF182-02 Let's Dance - 5ive,5ive,Let's Dance
28164,SFMW880-06,144,0,0,0,Sunfly,SFMW Most Wanted/850/SFMW880,SFMW880-06 5th Dimension - Aquarius Let The Sunshine,5th Dimension,Aquarius Let The Sunshine
15286,SC8624-08,145,0,0,1,Sound Choice,SC8000/8600/SC8624,"SC8624-08 - 5th Dimension, The - Last Night I Didn't Get To Sleep At All","5th Dimension, The",Last Night I Didn't Get To Sleep At All
28396,SFMW895-08,146,0,0,1,Sunfly,SFMW Most Wanted/850/SFMW895,"SFMW895-08 - 5th Dimension, The - Up Up & Away","5th Dimension, The",Up Up & Away
15107,SC8612-09,147,0,0,0,Sound Choice,SC8000/8600/SC8612,SC8612-09 - 69 Boyz - Tootsie Roll,69 Boyz,Tootsie Roll
18069,SC8970-11,148,0,0,0,Sound Choice,SC8000/8950/SC8970,SC8970-11 - 7 And The Mysterians - 96 Tears,7 And The Mysterians,96 Tears
7774,SC3208-05,149,0,0,0,Sound Choice,SC3000/3200/SC3208,SC3208-05 - 8 Stops 7 - Question Everything,8 Stops 7,Question Everything
15488,SC8638-01,150,0,0,0,Sound Choice,SC8000/8600/SC8638,SC8638-01 - 98 Degrees - Because Of You,98 Degrees,Because Of You
20664,SF134-08,151,0,0,0,Sunfly,SF Hits/100/SF 134,Track 08 Because Of You - 98 Degrees,98 Degrees,Because Of You
13827,SC8087-08,152,0,0,0,Sound Choice,SC8000/8050/SC8087  - Teen Pack #3,SC8087-08 - 98 Degrees - Give Me Just One More Night,98 Degrees,Give Me Just One More Night
7866,SC3214-01,153,0,0,0,Sound Choice,SC3000/3200/SC3214,SC3214-01 - 98 Degrees - Give Me Just One Night,98 Degrees,Give Me Just One Night
12172,SC7221-15,154,0,0,0,Sound Choice,SC7000/7200/sc7221,SC7221_15 - Give Me Just One Night - 98 Degrees,98 Degrees,Give Me Just One Night
15474,SC8637-01,155,0,0,0,Sound Choice,SC8000/8600/SC8637,SC8637-01 - 98 Degrees - Give Me Just One Night (Una Noche),98 Degrees,Give Me Just One Night (Una Noche)
7060,SC3127-01,156,0,0,0,Sound Choice,SC3000/3100/SC3127,SC3127-01 - 98 Degrees - Hardest Thing,98 Degrees,Hardest Thing
13369,SC8036-06,157,0,0,0,Sound Choice,SC8000/8000/SC8036,"SC8036-06 - 98 Degrees - Hardest Thing, The",98 Degrees,"Hardest Thing, The"
3578,SC2214-03,158,0,0,0,Sound Choice,SC2000/2200/SC2214 Wedding Music Vol.6,I DO (CHERISH YOU) - 98 DEGREES - SC2214-03,98 Degrees,I Do (Cherish You)
7249,SC3150-06,159,0,0,0,Sound Choice,SC3000/3150/SC3150,SC3150-06 - 98 Degrees - I Do (Cherish You),98 Degrees,I Do (Cherish You)
11915,SC7231-05,160,0,0,0,Sound Choice,SC7000/7200/7231,SC7231-05 - 98 Degrees - I Do (Cherish You),98 Degrees,I Do (Cherish You)
13178,SC8024-07,161,0,0,0,Sound Choice,SC8000/8000/SC8024,SC8024-07 - 98 Degrees - I Do (Cherish You),98 Degrees,I Do (Cherish You)
13338,SC8034-07,162,0,0,0,Sound Choice,SC8000/8000/SC8034,SC8034-07 - 98 Degrees - I Do Cherish You,98 Degrees,I Do Cherish You
5903,SC3037-03,163,0,0,0,Sound Choice,SC3000/3000/SC3037,SC3037-03 - Invisible Man - 98 Degrees,98 Degrees,Invisible Man
8265,SC3241-05,164,0,0,0,Sound Choice,SC3000/3200/SC3241,SC3241-05 - 98 Degrees - My Everything,98 Degrees,My Everything
16030,SC8673-09,165,0,0,0,Sound Choice,SC8000/8650/SC8673,SC8673-09 - 98 Degrees - My Everything,98 Degrees,My Everything
13209,SC8026-06,166,0,0,0,Sound Choice,SC8000/8000/SC8026,SC8026-06 - 98 Degrees - The Hardest Thing,98 Degrees,The Hardest Thing
7461,SC3177-02,167,0,0,0,Sound Choice,SC3000/3150/SC3177,SC3177-02 - 98 Degrees - This Gift,98 Degrees,This Gift
8562,SC3260-01,168,0,0,0,Sound Choice,SC3000/3250/SC3260,"SC3260-01 - 98 Degrees - Way You Want Me To, The",98 Degrees,"Way You Want Me To, The"
20340,SF113-06,169,0,0,0,Sunfly,SF Hits/100/SF 113,Sf-113 - 06 A Flock Of Seagulls  Wishing,A Flock Of Seagulls,Wishing
28739,SFMW918-02,170,0,0,0,Sunfly,SFMW Most Wanted/900/SFMW918,SFMW918-02 - A Ha - Cry Wolf,A Ha,Cry Wolf
24416,SFD8011-02,171,0,0,0,Sunfly,SFD Decades/SFD8011,SFD8011-02 - A Ha - Take On Me,A Ha,Take On Me
22484,SF251-01,172,0,0,0,Sunfly,SF Hits/250/SF 251,Track 01 Leona Lewis-A Moment Like This,A Moment Like This,Leona Lewis
21633,SF196-08,173,0,0,0,Sunfly,SF Hits/150/SF 196,SF196-08 - AROUND THE WORLD - A T C,A T C,Around The World
21457,SF185-13,174,0,0,0,Sunfly,SF Hits/150/SF 185,SF185-13-Around The World-A Teens,A Teens,Around The World
8296,SC3243-08,175,0,0,0,Sound Choice,SC3000/3200/SC3243,SC3243-08 - A Teens - Bouncing Off The Ceiling (Upside Down),A Teens,Bouncing Off The Ceiling (Upside Down)
16140,SC8680-15,176,0,0,0,Sound Choice,SC8000/8650/SC8680,SC8680-15 - A Teens - Bouncing Off The Ceiling (Upside Down),A Teens,Bouncing Off The Ceiling (Upside Down)
